t v n o
5.1999998 -60.628159 0.0007911612 5.4179891e-05
5.21 -60.622917 0.00079197896 5.4300734e-05
5.2199998 -60.617672 0.0007927983 5.4421671e-05
5.23 -60.612423 0.0007936192 5.4542703e-05
5.2399998 -60.607162 0.00079444179 5.4663829e-05
5.25 -60.601898 0.00079526595 5.4785054e-05
5.2600002 -60.596626 0.00079609186 5.4906373e-05
5.27 -60.591347 0.00079691946 5.5027787e-05
5.2800002 -60.586063 0.00079774874 5.5149299e-05
5.29 -60.580769 0.00079857977 5.527091e-05
5.3000002 -60.57547 0.00079941255 5.5392615e-05
5.3099999 -60.57016 0.00080024713 5.5514418e-05
5.3200002 -60.564846 0.00080108352 5.5636319e-05
5.3299999 -60.559525 0.00080192171 5.5758319e-05
5.3400002 -60.554195 0.00080276176 5.588042e-05
5.3499999 -60.548855 0.00080360367 5.6002616e-05
5.3600001 -60.54351 0.00080444745 5.6124914e-05
5.3699999 -60.538155 0.00080529315 5.6247311e-05
5.3800001 -60.532791 0.00080614077 5.6369809e-05
5.3899999 -60.527424 0.00080699037 5.6492405e-05
5.4000001 -60.522041 0.00080784195 5.6615103e-05
5.4099998 -60.516655 0.00080869556 5.6737903e-05
5.4200001 -60.511257 0.00080955116 5.6860805e-05
5.4299998 -60.505852 0.00081040879 5.6983805e-05
5.4400001 -60.500439 0.00081126852 5.710691e-05
5.4499998 -60.495014 0.00081213034 5.7230121e-05
5.46 -60.489582 0.00081299432 5.7353431e-05
5.4699998 -60.484142 0.00081386039 5.7476846e-05
5.48 -60.478691 0.00081472867 5.7600366e-05
5.4899998 -60.473228 0.00081559911 5.7723988e-05
5.5 -60.467758 0.00081647182 5.7847716e-05
5.5100002 -60.462276 0.00081734674 5.7971552e-05
5.52 -60.456787 0.00081822393 5.8095491e-05
5.5300002 -60.451286 0.00081910344 5.8219535e-05
5.54 -60.445774 0.00081998529 5.8343689e-05
5.5500002 -60.440254 0.00082086946 5.8467947e-05
5.5599999 -60.434723 0.00082175597 5.8592315e-05
5.5700002 -60.42918 0.00082264491 5.8716789e-05
5.5799999 -60.423626 0.00082353631 5.8841371e-05
5.5900002 -60.41806 0.00082443014 5.8966063e-05
5.5999999 -60.412483 0.00082532648 5.9090864e-05
5.6100001 -60.406898 0.00082622527 5.9215778e-05
5.6199999 -60.401299 0.00082712667 5.9340797e-05
5.6300001 -60.395687 0.00082803058 5.9465929e-05
5.6399999 -60.390068 0.0008289371 5.9591173e-05
5.6500001 -60.384434 0.00082984625 5.9716531e-05
5.6599998 -60.378788 0.00083075807 5.9841997e-05
5.6700001 -60.373131 0.00083167257 5.996758e-05
5.6799998 -60.367462 0.00083258975 6.0093273e-05
5.6900001 -60.361778 0.00083350972 6.0219081e-05
5.6999998 -60.356083 0.00083443243 6.0345003e-05
5.71 -60.350376 0.00083535793 6.0471044e-05
5.7199998 -60.344654 0.00083628629 6.0597195e-05
5.73 -60.338921 0.00083721749 6.0723465e-05
5.7399998 -60.333172 0.00083815155 6.0849852e-05
5.75 -60.327412 0.00083908858 6.0976356e-05
5.7600002 -60.32164 0.00084002857 6.1102975e-05
5.77 -60.315853 0.00084097154 6.1229715e-05
5.7800002 -60.310051 0.00084191753 6.1356572e-05
5.79 -60.304234 0.0008428666 6.1483552e-05
5.8000002 -60.298405 0.00084381871 6.1610648e-05
5.8099999 -60.292561 0.00084477395 6.1737868e-05
5.8200002 -60.286701 0.0008457324 6.1865212e-05
5.8299999 -60.28083 0.00084669399 6.1992672e-05
5.8400002 -60.27494 0.00084765878 6.2120256e-05
5.8499999 -60.269035 0.00084862689 6.2247964e-05
5.8600001 -60.263119 0.00084959826 6.2375795e-05
5.8699999 -60.257183 0.00085057295 6.2503757e-05
5.8800001 -60.251236 0.00085155101 6.2631836e-05
5.8899999 -60.24527 0.00085253251 6.2760046e-05
5.9000001 -60.239288 0.00085351738 6.2888379e-05
5.9099998 -60.233292 0.00085450581 6.3016843e-05
5.9200001 -60.227276 0.00085549767 6.3145431e-05
5.9299998 -60.221249 0.00085649313 6.327415e-05
5.9400001 -60.215199 0.00085749215 6.3402993e-05
5.9499998 -60.209137 0.00085849478 6.3531974e-05
5.96 -60.203056 0.00085950113 6.3661078e-05
5.9699998 -60.196957 0.00086051115 6.3790321e-05
5.98 -60.190842 0.00086152495 6.3919688e-05
5.9899998 -60.184708 0.00086254248 6.4049193e-05
6 -60.178558 0.00086356391 6.4178836e-05
6.0100002 -60.17239 0.00086458918 6.430861e-05
6.02 -60.166203 0.00086561835 6.4438515e-05
6.0300002 -60.159996 0.00086665148 6.4568558e-05
6.04 -60.15377 0.00086768856 6.4698739e-05
6.0500002 -60.147526 0.00086872972 6.4829059e-05
6.0599999 -60.141266 0.00086977496 6.4959517e-05
6.0700002 -60.134983 0.00087082433 6.5090106e-05
6.0799999 -60.128681 0.00087187788 6.5220847e-05
6.0900002 -60.12236 0.00087293563 6.535172e-05
6.0999999 -60.11602 0.00087399769 6.5482738e-05
6.1100001 -60.109661 0.000875064 6.5613902e-05
6.1199999 -60.103279 0.00087613467 6.5745204e-05
6.1300001 -60.096878 0.00087720976 6.5876651e-05
6.1399999 -60.090454 0.00087828934 6.6008244e-05
6.1500001 -60.084011 0.00087937334 6.6139983e-05
6.1599998 -60.077545 0.00088046194 6.6271867e-05
6.1700001 -60.071056 0.00088155514 6.6403903e-05
6.1799998 -60.064548 0.000882653 6.6536086e-05
6.1900001 -60.058018 0.00088375557 6.6668414e-05
6.1999998 -60.051464 0.00088486285 6.6800902e-05
6.21 -60.044891 0.00088597497 6.6933535e-05
6.2199998 -60.038292 0.00088709191 6.7066321e-05
6.23 -60.03167 0.00088821375 6.719926e-05
6.2399998 -60.025028 0.00088934059 6.7332352e-05
6.25 -60.01836 0.00089047244 6.7465604e-05
6.2600002 -60.011669 0.00089160941 6.7599009e-05
6.27 -60.004951 0.00089275144 6.7732573e-05
6.2800002 -59.998211 0.00089389872 6.7866298e-05
6.29 -59.991447 0.00089505123 6.8000176e-05
6.3000002 -59.984657 0.00089620904 6.8134221e-05
6.3099999 -59.977844 0.0008973722 6.8268426e-05
6.3200002 -59.971004 0.00089854078 6.8402791e-05
6.3299999 -59.964138 0.00089971488 6.8537323e-05
6.3400002 -59.957249 0.00090089446 6.8672016e-05
6.3499999 -59.950329 0.00090207974 6.8806876e-05
6.3600001 -59.943386 0.00090327061 6.894191e-05
6.3699999 -59.936417 0.00090446731 6.9077105e-05
6.3800001 -59.929417 0.0009056697 6.9212474e-05
6.3899999 -59.922394 0.00090687803 6.9348011e-05
6.4000001 -59.91534 0.0009080923 6.9483714e-05
6.4099998 -59.908257 0.00090931251 6.96196e-05
6.4200001 -59.90115 0.00091053883 6.9755653e-05
6.4299998 -59.894009 0.00091177132 6.9891888e-05
6.4400001 -59.886845 0.00091300998 7.0028298e-05
6.4499998 -59.879646 0.00091425492 7.0164882e-05
6.46 -59.872421 0.00091550621 7.0301649e-05
6.4699998 -59.865166 0.00091676391 7.0438597e-05
6.48 -59.85788 0.00091802812 7.0575727e-05
6.4899998 -59.850563 0.00091929891 7.0713038e-05
6.5 -59.843216 0.00092057633 7.0850532e-05
6.5100002 -59.835835 0.00092186051 7.0988215e-05
6.52 -59.828426 0.0009231515 7.1126087e-05
6.5300002 -59.820984 0.00092444936 7.1264141e-05
6.54 -59.813507 0.00092575414 7.1402392e-05
6.5500002 -59.806 0.00092706602 7.1540831e-05
6.5599999 -59.798462 0.00092838501 7.1679468e-05
6.5700002 -59.790886 0.00092971121 7.1818293e-05
6.5799999 -59.783279 0.00093104475 7.1957315e-05
6.5900002 -59.775635 0.00093238562 7.2096533e-05
6.5999999 -59.76796 0.000933734 7.2235955e-05
6.6100001 -59.76025 0.00093508995 7.2375573e-05
6.6199999 -59.752502 0.00093645352 7.2515395e-05
6.6300001 -59.74472 0.00093782484 7.2655421e-05
6.6399999 -59.7369 0.00093920401 7.279565e-05
6.6500001 -59.729046 0.0009405911 7.2936091e-05
6.6599998 -59.721153 0.00094198622 7.3076735e-05
6.6700001 -59.713223 0.00094338943 7.321759e-05
6.6799998 -59.705254 0.00094480091 7.3358657e-05
6.6900001 -59.697247 0.00094622065 7.3499934e-05
6.6999998 -59.689201 0.00094764889 7.3641429e-05
6.71 -59.681118 0.00094908557 7.3783143e-05
6.7199998 -59.672997 0.00095053093 7.3925075e-05
6.73 -59.664833 0.00095198507 7.4067226e-05
6.7399998 -59.656628 0.00095344801 7.4209602e-05
6.75 -59.64838 0.0009549199 7.4352196e-05
6.7600002 -59.640095 0.00095640082 7.4495023e-05
6.77 -59.631767 0.000957891 7.4638076e-05
6.7800002 -59.623394 0.00095939043 7.4781354e-05
6.79 -59.614979 0.00096089923 7.4924872e-05
6.8000002 -59.606522 0.00096241763 7.5068616e-05
6.8099999 -59.598022 0.00096394564 7.52126e-05
6.8200002 -59.589474 0.00096548343 7.5356817e-05
6.8299999 -59.580883 0.00096703111 7.5501281e-05
6.8400002 -59.572247 0.00096858881 7.5645978e-05
6.8499999 -59.563564 0.00097015663 7.5790922e-05
6.8600001 -59.554832 0.00097173476 7.5936114e-05
6.8699999 -59.546059 0.0009733233 7.6081553e-05
6.8800001 -59.537231 0.00097492238 7.6227239e-05
6.8899999 -59.528358 0.00097653212 7.6373188e-05
6.9000001 -59.51944 0.00097815273 7.6519384e-05
6.9099998 -59.510468 0.00097978418 7.6665834e-05
6.9200001 -59.501446 0.00098142691 7.6812546e-05
6.9299998 -59.492374 0.00098308071 7.6959521e-05
6.9400001 -59.48325 0.00098474603 7.7106757e-05
6.9499998 -59.474075 0.00098642288 7.7254263e-05
6.96 -59.464848 0.00098811137 7.7402037e-05
6.9699998 -59.455566 0.00098981184 7.7550081e-05
6.98 -59.446232 0.0009915242 7.7698402e-05
6.9899998 -59.43684 0.00099324877 7.7846998e-05
7 -59.427395 0.00099498569 7.7995872e-05
7.0100002 -59.417896 0.00099673518 7.8145029e-05
7.02 -59.408337 0.00099849724 7.829447e-05
7.0300002 -59.398724 0.0010002722 7.8444195e-05
7.04 -59.38905 0.0010020602 7.859421e-05
7.0500002 -59.379318 0.0010038614 7.8744517e-05
7.0599999 -59.369526 0.001005676 7.8895122e-05
7.0700002 -59.359676 0.0010075042 7.9046025e-05
7.0799999 -59.349766 0.0010093461 7.9197227e-05
7.0900002 -59.33979 0.0010112019 7.9348734e-05
7.0999999 -59.329754 0.001013072 7.9500554e-05
7.1100001 -59.319653 0.0010149563 7.9652673e-05
7.1199999 -59.30949 0.0010168552 7.9805111e-05
7.1300001 -59.299259 0.0010187689 7.9957863e-05
7.1399999 -59.288967 0.0010206975 8.0110935e-05
7.1500001 -59.278603 0.0010226413 8.0264334e-05
7.1599998 -59.268173 0.0010246005 8.0418053e-05
7.1700001 -59.257675 0.0010265753 8.0572099e-05
7.1799998 -59.247108 0.0010285659 8.0726481e-05
7.1900001 -59.236473 0.0010305727 8.0881204e-05
7.1999998 -59.225765 0.0010325958 8.1036262e-05
7.21 -59.214985 0.0010346354 8.1191662e-05
7.2199998 -59.204132 0.0010366917 8.1347403e-05
7.23 -59.193203 0.0010387652 8.1503502e-05
7.2399998 -59.182201 0.0010408559 8.165995e-05
7.25 -59.171124 0.0010429642 8.1816761e-05
7.2600002 -59.159966 0.0010450903 8.1973929e-05
7.27 -59.148731 0.0010472344 8.2131461e-05
7.2800002 -59.137421 0.0010493969 8.2289371e-05
7.29 -59.126026 0.0010515781 8.2447645e-05
7.3000002 -59.114552 0.0010537782 8.2606297e-05
7.3099999 -59.102993 0.0010559974 8.2765335e-05
7.3200002 -59.091354 0.0010582362 8.2924751e-05
7.3299999 -59.079628 0.0010604949 8.3084567e-05
7.3400002 -59.067818 0.0010627735 8.3244769e-05
7.3499999 -59.05592 0.0010650727 8.3405372e-05
7.3600001 -59.043934 0.0010673926 8.3566381e-05
7.3699999 -59.031857 0.0010697335 8.3727791e-05
7.3800001 -59.019691 0.0010720959 8.3889623e-05
7.3899999 -59.007431 0.00107448 8.4051862e-05
7.4000001 -58.995079 0.0010768862 8.4214531e-05
7.4099998 -58.982632 0.001079315 8.4377622e-05
7.4200001 -58.970089 0.0010817664 8.4541149e-05
7.4299998 -58.957447 0.0010842411 8.4705105e-05
7.4400001 -58.944706 0.0010867394 8.4869505e-05
7.4499998 -58.931866 0.0010892615 8.5034357e-05
7.46 -58.918926 0.0010918081 8.5199659e-05
7.4699998 -58.90588 0.0010943793 8.536542e-05
7.48 -58.892731 0.0010969758 8.5531647e-05
7.4899998 -58.879471 0.0010995978 8.5698339e-05
7.5 -58.866108 0.0011022459 8.5865504e-05
7.5100002 -58.852634 0.0011049203 8.6033149e-05
7.52 -58.839046 0.0011076217 8.6201282e-05
7.5300002 -58.825352 0.0011103505 8.636991e-05
7.54 -58.811539 0.0011131071 8.6539039e-05
7.5500002 -58.797607 0.001115892 8.6708664e-05
7.5599999 -58.783562 0.0011187057 8.6878812e-05
7.5700002 -58.769394 0.0011215487 8.704947e-05
7.5799999 -58.755104 0.0011244216 8.7220651e-05
7.5900002 -58.740692 0.0011273248 8.7392371e-05
7.5999999 -58.726154 0.0011302589 8.7564622e-05
7.6100001 -58.711487 0.0011332245 8.7737419e-05
7.6199999 -58.696693 0.001136222 8.7910768e-05
7.6300001 -58.681767 0.0011392521 8.8084686e-05
7.6399999 -58.666706 0.0011423155 8.8259163e-05
7.6500001 -58.651508 0.0011454126 8.8434215e-05
7.6599998 -58.636173 0.0011485441 8.860985e-05
7.6700001 -58.620697 0.0011517106 8.8786073e-05
7.6799998 -58.60508 0.0011549129 8.8962894e-05
7.6900001 -58.589317 0.0011581515 8.9140325e-05
7.6999998 -58.57341 0.0011614271 8.9318368e-05
7.71 -58.55735 0.0011647405 8.9497036e-05
7.7199998 -58.541138 0.0011680925 8.9676338e-05
7.73 -58.524773 0.0011714835 8.9856279e-05
7.7399998 -58.508251 0.0011749145 9.0036869e-05
7.75 -58.49157 0.0011783864 9.021812e-05
7.7600002 -58.474724 0.0011818997 9.0400041e-05
7.77 -58.457714 0.0011854554 9.0582638e-05
7.7800002 -58.440533 0.0011890542 9.0765927e-05
7.79 -58.423183 0.0011926971 9.0949914e-05
7.8000002 -58.405659 0.0011963849 9.1134607e-05
7.8099999 -58.387959 0.0012001186 9.132002e-05
7.8200002 -58.370079 0.0012038989 9.1506168e-05
7.8299999 -58.352016 0.0012077271 9.1693051e-05
7.8400002 -58.333763 0.0012116039 9.1880691e-05
7.8499999 -58.315323 0.0012155304 9.2069087e-05
7.8600001 -58.296692 0.0012195077 9.2258269e-05
7.8699999 -58.277863 0.0012235368 9.244823e-05
7.8800001 -58.258831 0.0012276188 9.2638998e-05
7.8899999 -58.239597 0.0012317548 9.2830574e-05
7.9000001 -58.220154 0.0012359458 9.302298e-05
7.9099998 -58.2005 0.0012401934 9.3216222e-05
7.9200001 -58.180634 0.0012444985 9.3410315e-05
7.9299998 -58.160545 0.0012488625 9.3605282e-05
7.9400001 -58.140236 0.0012532866 9.3801122e-05
7.9499998 -58.119694 0.0012577722 9.3997856e-05
7.96 -58.098927 0.0012623206 9.41955e-05
7.9699998 -58.077919 0.0012669333 9.4394076e-05
7.98 -58.056671 0.0012716117 9.4593583e-05
7.9899998 -58.035175 0.0012763572 9.479405e-05
8 -58.013432 0.0012811716 9.4995492e-05
8.0100002 -57.991432 0.0012860564 9.5197924e-05
8.0200005 -57.969173 0.001291013 9.5401359e-05
8.0299997 -57.946648 0.0012960434 9.5605821e-05
8.04 -57.923851 0.0013011491 9.5811323e-05
8.0500002 -57.90078 0.0013063322 9.6017888e-05
8.0600004 -57.877426 0.0013115943 9.6225536e-05
8.0699997 -57.853783 0.0013169374 9.6434276e-05
8.0799999 -57.829849 0.0013223634 9.6644144e-05
8.0900002 -57.805614 0.0013278745 9.6855147e-05
8.1000004 -57.781075 0.0013334727 9.7067314e-05
8.1099997 -57.756222 0.0013391601 9.7280667e-05
8.1199999 -57.731049 0.0013449392 9.749522e-05
8.1300001 -57.705555 0.0013508121 9.7711003e-05
8.1400003 -57.679722 0.0013567813 9.7928045e-05
8.1499996 -57.653553 0.0013628494 9.814636e-05
8.1599998 -57.627037 0.0013690187 9.8365977e-05
8.1700001 -57.600166 0.001375292 9.8586919e-05
8.1800003 -57.572933 0.0013816721 9.8809222e-05
8.1899996 -57.54533 0.0013881619 9.9032899e-05
8.1999998 -57.517349 0.0013947642 9.9257988e-05
8.21 -57.488979 0.0014014821 9.9484518e-05
8.2200003 -57.460213 0.001408319 9.971251e-05
8.2299995 -57.431042 0.0014152778 9.9942008e-05
8.2399998 -57.401455 0.0014223623 0.00010017303
8.25 -57.371445 0.0014295757 0.00010040562
8.2600002 -57.341 0.001436922 0.0001006398
8.2700005 -57.310112 0.0014444047 0.00010087562
8.2799997 -57.278767 0.0014520279 0.0001011131
8.29 -57.246956 0.0014597957 0.00010135229
8.3000002 -57.214672 0.0014677125 0.00010159322
8.3100004 -57.181896 0.0014757825 0.00010183593
8.3199997 -57.148617 0.0014840104 0.00010208047
8.3299999 -57.114826 0.001492401 0.00010232687
8.3400002 -57.080513 0.0015009594 0.00010257518
8.3500004 -57.045658 0.0015096908 0.00010282543
8.3599997 -57.010246 0.0015186004 0.00010307769
8.3699999 -56.97427 0.0015276939 0.000103332
8.3800001 -56.937714 0.0015369775 0.00010358841
8.3900003 -56.900558 0.0015464569 0.00010384696
8.3999996 -56.862789 0.0015561387 0.00010410772
8.4099998 -56.82439 0.0015660296 0.00010437074
8.4200001 -56.785347 0.0015761364 0.00010463607
8.4300003 -56.74564 0.0015864666 0.00010490378
8.4399996 -56.70525 0.0015970276 0.00010517393
8.4499998 -56.664158 0.0016078276 0.00010544658
8.46 -56.622349 0.0016188746 0.0001057218
8.4700003 -56.579796 0.0016301775 0.00010599966
8.4799995 -56.536484 0.0016417453 0.00010628023
8.4899998 -56.492386 0.0016535877 0.00010656358
8.5 -56.447483 0.0016657144 0.0001068498
8.5100002 -56.401749 0.0016781363 0.00010713896
8.5200005 -56.355164 0.0016908641 0.00010743116
8.5299997 -56.307693 0.0017039094 0.00010772648
8.54 -56.259323 0.0017172843 0.000108025
8.5500002 -56.210014 0.0017310017 0.00010832683
8.5600004 -56.159744 0.0017450749 0.00010863207
8.5699997 -56.108479 0.0017595179 0.00010894083
8.5799999 -56.05619 0.0017743459 0.0001092532
8.5900002 -56.002846 0.001789574 0.00010956931
8.6000004 -55.948414 0.0018052193 0.00010988928
8.6099997 -55.892853 0.0018212989 0.00011021322
8.6199999 -55.836124 0.001837831 0.00011054128
8.6300001 -55.778198 0.0018548354 0.00011087359
8.6400003 -55.719028 0.0018723323 0.0001112103
8.6499996 -55.658577 0.0018903437 0.00011155155
8.6599998 -55.59679 0.0019088924 0.00011189751
8.6700001 -55.533634 0.0019280028 0.00011224834
8.6800003 -55.469051 0.0019477007 0.00011260423
8.6899996 -55.402992 0.0019680138 0.00011296534
8.6999998 -55.335403 0.0019889709 0.00011333189
8.71 -55.266235 0.0020106032 0.00011370407
8.7200003 -55.195419 0.0020329433 0.0001140821
8.7299995 -55.122902 0.0020560268 0.00011446623
8.7399998 -55.048611 0.002079891 0.00011485667
8.75 -54.972485 0.0021045757 0.0001152537
8.7600002 -54.894447 0.002130124 0.00011565759
8.7700005 -54.814423 0.002156581 0.00011606862
8.7799997 -54.732334 0.0021839959 0.00011648709
8.79 -54.648098 0.002212421 0.00011691335
8.8000002 -54.561619 0.0022419125 0.00011734771
8.8100004 -54.472809 0.0022725309 0.00011779057
8.8199997 -54.381565 0.0023043412 0.00011824231
8.8299999 -54.287788 0.0023374131 0.00011870336
8.8400002 -54.19136 0.0023718223 0.00011917414
8.8500004 -54.092167 0.0024076498 0.00011965515
8.8599997 -53.990082 0.0024449842 0.0001201469
8.8699999 -53.884975 0.0024839207 0.00012064994
8.8800001 -53.776703 0.0025245626 0.00012116485
8.8900003 -53.665115 0.0025670221 0.00012169228
8.8999996 -53.550053 0.002611422 0.0001222329
8.9099998 -53.431347 0.0026578947 0.00012278747
8.9200001 -53.308811 0.0027065859 0.00012335677
8.9300003 -53.182259 0.0027576548 0.00012394167
8.9399996 -53.051476 0.0028112752 0.0001245431
8.9499998 -52.916241 0.0028676384 0.0001251621
8.96 -52.776321 0.0029269545 0.00012579976
8.9700003 -52.631454 0.0029894556 0.00012645731
8.9799995 -52.481373 0.0030553977 0.00012713607
8.9899998 -52.325775 0.0031250643 0.00012783745
9 -52.164345 0.0031987699 0.00012856312
9.0100002 -51.996742 0.003276865 0.00012931477
9.0200005 -51.82259 0.0033597399 0.00013009435
9.0299997 -51.641487 0.0034478321 0.00013090404
9.04 -51.453003 0.0035416314 0.00013174617
9.0500002 -51.256664 0.0036416901 0.00013262343
9.0600004 -51.051956 0.0037486306 0.00013353876
9.0699997 -50.838318 0.0038631591 0.00013449549
9.0799999 -50.615139 0.0039860769 0.00013549734
9.0900002 -50.381752 0.0041182996 0.00013654849
9.1000004 -50.137424 0.0042608748 0.00013765375
9.1099997 -49.881351 0.0044150082 0.00013881852
9.1199999 -49.612652 0.0045820922 0.000140049
9.1300001 -49.330353 0.0047637415 0.00014135227
9.1400003 -49.033375 0.0049618413 0.00014273655
9.1499996 -48.720528 0.0051785996 0.00014421134
9.1599998 -48.390484 0.0054166191 0.00014578771
9.1700001 -48.041775 0.0056789871 0.00014747864
9.1800003 -47.672756 0.0059693838 0.00014929948
9.1899996 -47.281586 0.0062922314 0.00015126841
9.1999998 -46.866203 0.0066528767 0.00015340725
9.21 -46.424294 0.0070578363 0.00015574228
9.2200003 -45.953236 0.0075151133 0.00015830545
9.2299995 -45.450081 0.008034627 0.00016113601
9.2399998 -44.91148 0.0086287763 0.00016428257
9.25 -44.33363 0.009313223 0.00016780599
9.2600002 -43.712208 0.010107944 0.00017178335
9.2700005 -43.04229 0.011038714 0.00017631344
9.2799997 -42.318256 0.012139169 0.00018152449
9.29 -41.533722 0.01345374 0.00018758539
9.3000002 -40.681412 0.015041848 0.0001947218
9.3100004 -39.75312 0.01698396 0.00020324005
9.3199997 -38.739632 0.019390348 0.00021356292
9.3299999 -37.630791 0.022413727 0.00022628369
9.3400002 -36.415661 0.026267214 0.00024224883
9.3500004 -35.08297 0.03124894 0.00026268425
9.3599997 -33.621964 0.03777314 0.00028938657
9.3699999 -32.023918 0.046402626 0.00032500314
9.3800001 -30.284504 0.057865851 0.00037341131
9.3900003 -28.407116 0.073021665 0.00044014899
9.3999996 -26.406801 0.092718869 0.00053269276
9.4099998 -24.313646 0.11752636 0.00066012773
9.4200001 -22.173834 0.14742458 0.00083162612
9.4300003 -20.046909 0.18167208 0.0010537074
9.4399996 -17.999441 0.21899007 0.0013276064
9.4499998 -16.096869 0.25794598 0.0016487257
9.46 -14.395891 0.2972824 0.0020086067
9.4700003 -12.939036 0.33606139 0.0023977796
9.4799995 -11.752176 0.37365872 0.0028077736
9.4899998 -10.844896 0.40969434 0.0032318607
9.5 -10.212982 0.44395581 0.0036649813
9.5100002 -9.8419895 0.47633737 0.0041033598
9.5200005 -9.7109814 0.50679719 0.0045440951
9.5299997 -9.7958069 0.53532845 0.0049848231
9.54 -10.071633 0.56194049 0.0054234616
9.5500002 -10.514685 0.58664525 0.0058580209
9.5600004 -11.103295 0.60944736 0.0062864614
9.5699997 -11.818405 0.63033593 0.0067065791
9.5799999 -12.643666 0.64927715 0.0071159233
9.5900002 -13.565266 0.6662069 0.0075117424
9.6000004 -14.571569 0.68102366 0.0078909704
9.6099997 -15.652637 0.69358236 0.0082502766
9.6199999 -16.79966 0.70369017 0.0085862009
9.6300001 -18.004366 0.71110779 0.0088953888
9.6400003 -19.258427 0.7155593 0.0091749206
9.6499996 -20.552931 0.71675479 0.009422699
9.6599998 -21.878019 0.71442902 0.0096377898
